match_id,date,season,venue,team,opponent,winner,team_win,expanding_win_pct,ewm_win_pct,win_streak,team_margin,ewm_margin_strength,ewm_margin_volatility,opponent_expanding_win_pct,diff_expanding_win_pct,opponent_ewm_win_pct,diff_ewm_win_pct,opponent_win_streak,diff_win_streak,opponent_ewm_margin_strength,diff_ewm_margin_strength,opponent_ewm_margin_volatility,diff_ewm_margin_volatility,season_exp_win_pct,season_roll5_win_pct,opponent_season_exp_win_pct,diff_season_exp_win_pct,opponent_season_roll5_win_pct,diff_season_roll5_win_pct
2016_12th,2016-04-18,2016,Rajiv Gandhi International Stadium (Hyderabad),Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,1,0.4782608695652174,0.1965701164739842,1.0,0,0.0,0.0,0.5736434108527132,-0.09538254128749579,0.5213235261645996,-0.32475340969061545,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333
2016_13th,2016-04-19,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,1,0.5254237288135594,0.5812262893780176,2.0,0,0.0,0.0,0.0,0.5254237288135594,0.0,0.5812262893780176,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666
2016_13th,2016-04-19,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,0.0,0.0,0.0,0,0.0,0.0,0.5254237288135594,-0.5254237288135594,0.5812262893780176,-0.5812262893780176,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.6666666666666666,-0.6666666666666666
2016_14th,2016-04-20,2016,Barabati Stadium (Cuttack),Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,0,0.0,0.0,0.0,0,0.0,0.0,0.5692307692307692,-0.5692307692307692,0.36492646831521974,-0.36492646831521974,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.25,-0.25
2016_14th,2016-04-20,2016,Barabati Stadium (Cuttack),Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,1,0.5692307692307692,0.36492646831521974,2.0,0,0.0,0.0,0.0,0.5692307692307692,0.0,0.36492646831521974,0.0,2.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25
2016_15th,2016-04-21,2016,"Saurashtra Cricket Association Stadium (Khandheri, Rajkot)",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,0,1.0,1.0,3.0,0,0.0,0.0,0.48936170212765956,0.5106382978723405,0.43759908153178895,0.562400918468211,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667
2016_15th,2016-04-21,2016,"Saurashtra Cricket Association Stadium (Khandheri, Rajkot)",Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,1,0.48936170212765956,0.43759908153178895,1.0,0,0.0,0.0,1.0,-0.5106382978723405,1.0,-0.562400918468211,3.0,-2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,-0.6666666666666667,1.0,-0.6666666666666667
2016_16th,2016-04-22,2016,Maharashtra Cricket Association Stadium (Pune),Royal Challengers Bengaluru,Rising Pune Supergiant,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.48999999999999994,-0.48999999999999994,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333
2016_16th,2016-04-22,2016,Maharashtra Cricket Association Stadium (Pune),Rising Pune Supergiant,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.3333333333333333,0.48999999999999994,1.0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.48999999999999994,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
2016_18th,2016-04-23,2016,Rajiv Gandhi International Stadium (Hyderabad),Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,1,0.5,0.6063193570722523,2.0,0,0.0,0.0,0.0,0.5,0.0,0.6063193570722523,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
2016_18th,2016-04-23,2016,Rajiv Gandhi International Stadium (Hyderabad),Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.0,0.0,0.0,0,0.0,0.0,0.5,-0.5,0.6063193570722523,-0.6063193570722523,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
2016_17th,2016-04-23,2016,Arun Jaitley Stadium (Delhi),Delhi Capitals,Mumbai Indians,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.5725190839694656,-0.5725190839694656,0.5554485278206538,-0.5554485278206538,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.4,0.4,-0.4
2016_17th,2016-04-23,2016,Arun Jaitley Stadium (Delhi),Mumbai Indians,Delhi Capitals,Delhi Daredevils,0,0.5725190839694656,0.5554485278206538,2.0,0,0.0,0.0,0.0,0.5725190839694656,0.0,0.5554485278206538,0.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.4
2016_19th,2016-04-24,2016,"Saurashtra Cricket Association Stadium (Khandheri, Rajkot)",Gujarat Lions,Royal Challengers Bengaluru,Gujarat Lions,1,0.75,0.7,3.0,0,0.0,0.0,0.0,0.75,0.0,0.7,0.0,3.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.75,0.0,0.75
2016_20th,2016-04-24,2016,Maharashtra Cricket Association Stadium (Pune),Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,1,0.5294117647058824,0.7068584025646123,3.0,0,0.0,0.0,0.25,0.27941176470588236,0.3429999999999999,0.3638584025646124,1.0,2.0,0.0,0.0,0.0,0.0,0.75,0.75,0.25,0.5,0.25,0.5
2016_19th,2016-04-24,2016,"Saurashtra Cricket Association Stadium (Khandheri, Rajkot)",Royal Challengers Bengaluru,Gujarat Lions,Gujarat Lions,0,0.0,0.0,0.0,0,0.0,0.0,0.75,-0.75,0.7,-0.7,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,-0.75,0.75,-0.75
2016_20th,2016-04-24,2016,Maharashtra Cricket Association Stadium (Pune),Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,0,0.25,0.3429999999999999,1.0,0,0.0,0.0,0.5294117647058824,-0.27941176470588236,0.7068584025646123,-0.3638584025646124,3.0,-2.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,-0.5,0.75,-0.5
2016_21st,2016-04-25,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Mumbai Indians,Mumbai Indians,0,0.0,0.0,0.0,0,0.0,0.0,0.5681818181818182,-0.5681818181818182,0.3888139694744576,-0.3888139694744576,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.4,-0.4
2016_21st,2016-04-25,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Mumbai Indians,Punjab Kings,Mumbai Indians,1,0.5681818181818182,0.3888139694744576,2.0,0,0.0,0.0,0.0,0.5681818181818182,0.0,0.3888139694744576,0.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.0,0.4
2016_22nd,2016-04-26,2016,Rajiv Gandhi International Stadium (Hyderabad),Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,1,0.2,0.24009999999999992,1.0,0,0.0,0.0,0.5102040816326531,-0.31020408163265306,0.7244235499505766,-0.48432354995057664,3.0,-2.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,-0.39999999999999997,0.6,-0.39999999999999997
2016_22nd,2016-04-26,2016,Rajiv Gandhi International Stadium (Hyderabad),Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,0,0.5102040816326531,0.7244235499505766,3.0,0,0.0,0.0,0.2,0.31020408163265306,0.24009999999999992,0.48432354995057664,1.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.39999999999999997,0.2,0.39999999999999997
2016_23rd,2016-04-27,2016,Arun Jaitley Stadium (Delhi),Gujarat Lions,Delhi Capitals,Gujarat Lions,1,0.8,0.7899999999999999,4.0,0,0.0,0.0,0.0,0.8,0.0,0.7899999999999999,0.0,4.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.0,0.8
2016_23rd,2016-04-27,2016,Arun Jaitley Stadium (Delhi),Delhi Capitals,Gujarat Lions,Gujarat Lions,0,0.0,0.0,0.0,0,0.0,0.0,0.8,-0.8,0.7899999999999999,-0.7899999999999999,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-0.8,0.8,-0.8
2016_24th,2016-04-28,2016,Wankhede Stadium (Mumbai),Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0,0.5333333333333333,0.7948008817952286,4.0,0,0.0,0.0,0.5714285714285714,-0.03809523809523807,0.5721697786321203,0.2226311031631083,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.42857142857142855,0.3714285714285715,0.4,0.4
2016_24th,2016-04-28,2016,Wankhede Stadium (Mumbai),Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,1,0.5714285714285714,0.5721697786321203,2.0,0,0.0,0.0,0.5333333333333333,0.03809523809523807,0.7948008817952286,-0.2226311031631083,4.0,-2.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.4,0.8,-0.3714285714285715,0.8,-0.4
2016_25th,2016-04-29,2016,Maharashtra Cricket Association Stadium (Pune),Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,0,0.3333333333333333,0.46806999999999993,1.0,0,0.0,0.0,0.8333333333333334,-0.5,0.8529999999999999,-0.38492999999999994,4.0,-3.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.8333333333333334,-0.5,0.8,-0.6000000000000001
2016_25th,2016-04-29,2016,Maharashtra Cricket Association Stadium (Pune),Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,1,0.8333333333333334,0.8529999999999999,4.0,0,0.0,0.0,0.3333333333333333,0.5,0.46806999999999993,0.38492999999999994,1.0,3.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8,0.3333333333333333,0.5,0.2,0.6000000000000001
2016_27th,2016-04-30,2016,Rajiv Gandhi International Stadium (Hyderabad),Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.0,0.0,0.0,0,0.0,0.0,0.5,-0.5,0.5070964849654036,-0.5070964849654036,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.6,-0.6
2016_26th,2016-04-30,2016,Arun Jaitley Stadium (Delhi),Kolkata Knight Riders,Delhi Capitals,Delhi Daredevils,0,0.5289256198347108,0.55636061725666,3.0,0,0.0,0.0,0.0,0.5289256198347108,0.0,0.55636061725666,0.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6,0.0,0.6666666666666666,0.0,0.6
2016_26th,2016-04-30,2016,Arun Jaitley Stadium (Delhi),Delhi Capitals,Kolkata Knight Riders,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.5289256198347108,-0.5289256198347108,0.55636061725666,-0.55636061725666,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.6,-0.6
2016_27th,2016-04-30,2016,Rajiv Gandhi International Stadium (Hyderabad),Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,1,0.5,0.5070964849654036,3.0,0,0.0,0.0,0.0,0.5,0.0,0.5070964849654036,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.5,0.0,0.6
2016_29th,2016-05-01,2016,Maharashtra Cricket Association Stadium (Pune),Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,0,0.2857142857142857,0.3276489999999999,1.0,0,0.0,0.0,0.5746268656716418,-0.2889125799573561,0.7005188450424842,-0.37286984504248427,3.0,-2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2,0.5,-0.2142857142857143,0.6,-0.39999999999999997
2016_29th,2016-05-01,2016,Maharashtra Cricket Association Stadium (Pune),Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,1,0.5746268656716418,0.7005188450424842,3.0,0,0.0,0.0,0.2857142857142857,0.2889125799573561,0.3276489999999999,0.37286984504248427,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.6,0.2857142857142857,0.2142857142857143,0.2,0.39999999999999997
2016_28th,2016-05-01,2016,"Saurashtra Cricket Association Stadium (Khandheri, Rajkot)",Gujarat Lions,Punjab Kings,Kings XI Punjab,0,0.8571428571428571,0.8970999999999999,4.0,0,0.0,0.0,0.0,0.8571428571428571,0.0,0.8970999999999999,0.0,4.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8,0.0,0.8571428571428571,0.0,0.8
2016_28th,2016-05-01,2016,"Saurashtra Cricket Association Stadium (Khandheri, Rajkot)",Punjab Kings,Gujarat Lions,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.8571428571428571,-0.8571428571428571,0.8970999999999999,-0.8970999999999999,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,-0.8571428571428571,0.8,-0.8
2016_30th,2016-05-02,2016,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,1,0.5245901639344263,0.38945243207966196,3.0,0,0.0,0.0,0.0,0.5245901639344263,0.0,0.38945243207966196,0.0,3.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.6,0.0,0.5714285714285714,0.0,0.6
2016_30th,2016-05-02,2016,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,0,0.0,0.0,0.0,0,0.0,0.0,0.5245901639344263,-0.5245901639344263,0.38945243207966196,-0.38945243207966196,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,-0.5714285714285714,0.6,-0.6
2016_31st,2016-05-03,2016,"Saurashtra Cricket Association Stadium (Khandheri, Rajkot)",Delhi Capitals,Gujarat Lions,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.75,-0.75,0.6279699999999999,-0.6279699999999999,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,-0.75,0.6,-0.6
2016_31st,2016-05-03,2016,"Saurashtra Cricket Association Stadium (Khandheri, Rajkot)",Gujarat Lions,Delhi Capitals,Delhi Daredevils,0,0.75,0.6279699999999999,3.0,0,0.0,0.0,0.0,0.75,0.0,0.6279699999999999,0.0,3.0,0.0,0.0,0.0,0.0,0.75,0.6,0.0,0.75,0.0,0.6
2016_32nd,2016-05-04,2016,Eden Gardens (Kolkata),Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,0.0,0.0,0.0,0,0.0,0.0,0.5284552845528455,-0.5284552845528455,0.5726167024557633,-0.5726167024557633,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,-0.625,0.6,-0.6
2016_32nd,2016-05-04,2016,Eden Gardens (Kolkata),Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,1,0.5284552845528455,0.5726167024557633,3.0,0,0.0,0.0,0.0,0.5284552845528455,0.0,0.5726167024557633,0.0,3.0,0.0,0.0,0.0,0.0,0.625,0.6,0.0,0.625,0.0,0.6
2016_33rd,2016-05-05,2016,Arun Jaitley Stadium (Delhi),Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,0,0.0,0.0,0.0,0,0.0,0.0,0.25,-0.25,0.22935429999999993,-0.22935429999999993,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.2,-0.2
2016_33rd,2016-05-05,2016,Arun Jaitley Stadium (Delhi),Rising Pune Supergiant,Delhi Capitals,Rising Pune Supergiant,1,0.25,0.22935429999999993,1.0,0,0.0,0.0,0.0,0.25,0.0,0.22935429999999993,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.25,0.0,0.2
2016_34th,2016-05-06,2016,Rajiv Gandhi International Stadium (Hyderabad),Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.6666666666666666,0.4395789999999999,3.0,0,0.0,0.0,0.5098039215686274,0.1568627450980392,0.6549675394757825,-0.21538853947578257,4.0,-1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6,0.5714285714285714,0.09523809523809523,0.8,-0.20000000000000007
2016_34th,2016-05-06,2016,Rajiv Gandhi International Stadium (Hyderabad),Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,1,0.5098039215686274,0.6549675394757825,4.0,0,0.0,0.0,0.6666666666666666,-0.1568627450980392,0.4395789999999999,0.21538853947578257,3.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.8,0.6666666666666666,-0.09523809523809523,0.6,0.20000000000000007
2016_35th,2016-05-07,2016,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Rising Pune Supergiant,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.3333333333333333,0.46054800999999995,2.0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.46054800999999995,0.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.0,0.4
2016_36th,2016-05-07,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Delhi Capitals,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016_35th,2016-05-07,2016,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Rising Pune Supergiant,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.46054800999999995,-0.46054800999999995,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.4,-0.4
2016_36th,2016-05-07,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Delhi Capitals,Punjab Kings,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016_38th,2016-05-08,2016,Eden Gardens (Kolkata),Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,1,0.6,0.3077052999999999,2.0,0,0.0,0.0,0.532258064516129,0.06774193548387097,0.7008316917190343,-0.39312639171903435,3.0,-1.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6666666666666666,-0.06666666666666665,0.6,-0.19999999999999996
2016_37th,2016-05-08,2016,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,1,0.5192307692307693,0.7584772776330477,4.0,0,0.0,0.0,0.5777777777777777,-0.05854700854700845,0.7903631915297389,-0.031885913896691154,4.0,0.0,0.0,0.0,0.0,0.0,0.625,0.8,0.5555555555555556,0.06944444444444442,0.8,0.0
2016_37th,2016-05-08,2016,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.5777777777777777,0.7903631915297389,4.0,0,0.0,0.0,0.5192307692307693,0.05854700854700845,0.7584772776330477,0.031885913896691154,4.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.8,0.625,-0.06944444444444442,0.8,0.0
2016_38th,2016-05-08,2016,Eden Gardens (Kolkata),Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,0,0.532258064516129,0.7008316917190343,3.0,0,0.0,0.0,0.6,-0.06774193548387097,0.3077052999999999,0.39312639171903435,2.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6,0.6,0.06666666666666665,0.4,0.19999999999999996
2016_39th,2016-05-09,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016_39th,2016-05-09,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016_40th,2016-05-10,2016,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.3,0.32238360699999996,2.0,0,0.0,0.0,0.5283018867924528,-0.22830188679245284,0.8309340943431334,-0.5085504873431335,4.0,-2.0,0.0,0.0,0.0,0.0,0.3,0.4,0.6666666666666666,-0.36666666666666664,0.8,-0.4
2016_40th,2016-05-10,2016,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,1,0.5283018867924528,0.8309340943431334,4.0,0,0.0,0.0,0.3,0.22830188679245284,0.32238360699999996,0.5085504873431335,2.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,0.3,0.36666666666666664,0.4,0.4
2016_41st,2016-05-11,2016,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,1,0.5735294117647058,0.5532542340708172,3.0,0,0.0,0.0,0.0,0.5735294117647058,0.0,0.5532542340708172,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.5,0.0,0.6
2016_41st,2016-05-11,2016,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,0,0.0,0.0,0.0,0,0.0,0.0,0.5735294117647058,-0.5735294117647058,0.5532542340708172,-0.5532542340708172,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.6,-0.6
2016_42nd,2016-05-12,2016,Rajiv Gandhi International Stadium (Hyderabad),Delhi Capitals,Sunrisers Hyderabad,Delhi Daredevils,0,0.0,0.0,0.0,0,0.0,0.0,0.5370370370370371,-0.5370370370370371,0.8816538660401934,-0.8816538660401934,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.7,0.8,-0.8
2016_42nd,2016-05-12,2016,Rajiv Gandhi International Stadium (Hyderabad),Sunrisers Hyderabad,Delhi Capitals,Delhi Daredevils,0,0.5370370370370371,0.8816538660401934,4.0,0,0.0,0.0,0.0,0.5370370370370371,0.0,0.8816538660401934,0.0,4.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,0.7,0.0,0.8
2016_43rd,2016-05-13,2016,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),Mumbai Indians,Punjab Kings,Kings XI Punjab,0,0.5766423357664233,0.687277963849572,4.0,0,0.0,0.0,0.0,0.5766423357664233,0.0,0.687277963849572,0.0,4.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.8,0.0,0.5454545454545454,0.0,0.8
2016_43rd,2016-05-13,2016,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),Punjab Kings,Mumbai Indians,Kings XI Punjab,0,0.0,0.0,0.0,0,0.0,0.0,0.5766423357664233,-0.5766423357664233,0.687277963849572,-0.687277963849572,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,-0.5454545454545454,0.8,-0.8
2016_45th,2016-05-14,2016,Eden Gardens (Kolkata),Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,0,0.2727272727272727,0.22566852489999994,1.0,0,0.0,0.0,0.528,-0.2552727272727273,0.49058218420332395,-0.264913659303324,2.0,-1.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.2,0.6,-0.32727272727272727,0.4,-0.2
2016_44th,2016-05-14,2016,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Gujarat Lions,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.6363636363636364,0.5153937099999999,2.0,0,0.0,0.0,0.0,0.6363636363636364,0.0,0.5153937099999999,0.0,2.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.4,0.0,0.6363636363636364,0.0,0.4
2016_44th,2016-05-14,2016,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Gujarat Lions,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.6363636363636364,-0.6363636363636364,0.5153937099999999,-0.5153937099999999,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,-0.6363636363636364,0.4,-0.4
2016_45th,2016-05-14,2016,Eden Gardens (Kolkata),Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,1,0.528,0.49058218420332395,2.0,0,0.0,0.0,0.2727272727272727,0.2552727272727273,0.22566852489999994,0.264913659303324,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2727272727272727,0.32727272727272727,0.2,0.2
2016_47th,2016-05-15,2016,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),Delhi Capitals,Mumbai Indians,Mumbai Indians,0,0.0,0.0,0.0,0,0.0,0.0,0.572463768115942,-0.572463768115942,0.48109457469470035,-0.48109457469470035,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.6,-0.6
2016_46th,2016-05-15,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,1,0.5272727272727272,0.6171577062281353,4.0,0,0.0,0.0,0.0,0.5272727272727272,0.0,0.6171577062281353,0.0,4.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.8,0.0,0.6363636363636364,0.0,0.8
2016_46th,2016-05-15,2016,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.0,0.0,0.0,0,0.0,0.0,0.5272727272727272,-0.5272727272727272,0.6171577062281353,-0.6171577062281353,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,-0.6363636363636364,0.8,-0.8
2016_47th,2016-05-15,2016,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),Mumbai Indians,Delhi Capitals,Mumbai Indians,1,0.572463768115942,0.48109457469470035,3.0,0,0.0,0.0,0.0,0.572463768115942,0.0,0.48109457469470035,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.5,0.0,0.6
